QuestionID	QuestionNumber	QuestionText	Answer	Topic	Source	Author Full Name	TourName	TourLink
24059	4	У ЭТИХ ЛЮДЕЙ главным символом первого градуса является лучезарная дельта.	Масоны (градусами в масонстве называют ступени посвящения)	Под градусом	None	Алексей Богословский, Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24060	5	Внесистемная единица условной вязкости жидкостей названа в честь ЭТОГО немецкого ХИМИКА.	Энглер (градус Энглера)	Под градусом	None	Алексей Богословский, Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24061	1	ЭТОТ ФРАНЦУЗ И ЭТОТ АНГЛИЧАНИН жили в XVII веке, и скорее всего, никогда между собой не встречались. Зато в сознании миллионов школьников и взрослых они неразделимы.	Мариотт и Бойль	Недвойные фамилии. (Зачет везде в любом порядке.)	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24062	2	ТАКОЕ НАЗВАНИЕ получила Дворцовая площадь в Берлине в 1951 году.	Маркс-Энгельс-плац [зачет: площадь Маркса и Энгельса]	Недвойные фамилии. (Зачет везде в любом порядке.)	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24063	3	"Про ЭТИХ ДВОИХ в СССР ходил стишок, который начинался так: ""ИКС и ИГРЕК сели на лавку, ИКС и ИГРЕК разлили поправку""."	Джексон и Вэник (известная поправка Джексона и Вэника к американскому Закону о торговле ограничивала торговлю со странами социалистического блока, препятствующими эмиграции своих граждан; поправка и сейчас сохраняет действие в отношении России)	Недвойные фамилии. (Зачет везде в любом порядке.)	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24064	4	В 1852 году из-за финансовых трудностей ИМ пришлось воспользоваться помощью инвестора Оливера Винчестера.	Смит и Вессон	Недвойные фамилии. (Зачет везде в любом порядке.)	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24065	5	Один из НИХ в 1837 году был свечником, другой — мыловаром. Назовите обоих.	Проктер и Гэмбл	Недвойные фамилии. (Зачет везде в любом порядке.)	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24066	1	Когда автор вопроса учился в Политехническом институте, ОНА составляла 40 рублей.	Стипендия	-ТИП-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24067	2	В ЕЕ распространении обвиняли китайских виверр.	Атипичная пневмония	-ТИП-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24068	3	На самом деле Шарик нарисовал ЭТО.	Типи (а не фигвам)	-ТИП-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24069	4	"ОН — автор классических постановок ""Лебединого озера"", ""Дон Кихота"", ""Спящей красавицы"" и других балетов."	Мариус Петипа	-ТИП-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24070	5	ЭТА элементарная ЧАСТИЦА была открыта в 1955 году.	Антипротон	-ТИП-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24071	1	"Именно ПО ЭТОЙ ПРИЧИНЕ литературный кружок, объединявший Горького, Бунина, Куприна и других писателей, назывался ""Среда""."	Они собирались по средам (привет от Капитана Очевидность)	Среда	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24072	2	У астрологов среда считается беспокойным днем, потому что среде покровительствует ЭТА ПЛАНЕТА.	Меркурий (недаром Меркурий — самая быстрая планета)	Среда	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24073	3	"""День рождения — среда, значит, ждет тебя беда"", — пропел Майкл Бэнкс. Именно поэтому, по мнению Майкла, его сестре Джейн вместо риса досталось ЭТО БЛЮДО."	"Овсянка (не только сэр Генри страдал от этой традиционной английской каши; отрывок — из книги ""Мэри Поппинс"")"	Среда	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24074	4	"[Ведущему: именно Арфографическом!] В юмористическом Арфографическом словаре слово ""перепел"" означает ""ремикс"", а ЭТО СЛОВО определяется как ""принимающий по средам""."	Посредник	Среда	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24075	5	Для воздуха ЭТОТ ПОКАЗАТЕЛЬ практически равен единице, для воды — 1,33, а для алмаза — 2,4.	Показатель преломления среды [зачет: показатель преломления]	Среда	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24076	1	По мнению правительства Аргентины, государство Аргентина расположено НА ЭТИХ двух МАТЕРИКАХ.	Южная Америка и Антарктида	Аргентина	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24077	2	Останки ЭТОГО ископаемого ДИНОЗАВРА были найдены в 1993 году в Аргентине.	Аргентинозавр	Аргентина	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24078	3	В 2007 году в Аргентине ОН перешел от мужа к жене.	Пост президента [зачет: титул президента] (после Нестора Киршнера президентом стала его жена Кристина Киршнер)	Аргентина	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24079	4	В первом в истории Аргентины фильме продолжительностью три минуты демонстрировался ЭТОТ ПРЕДМЕТ прямоугольной формы.	Флаг Аргентины	Аргентина	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24080	5	"В 2011 году ЭТА ""РЕКА"" впервые за 80 лет опустилась на более низкий уровень."	"""Ривер Плейт"" (в 2011 году эта футбольная команда, 33-кратный чемпион Аргентины, впервые вылетела из ""Примеры"")"	Аргентина	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24081	1	Бедного мальчика напрасно обвиняли в убийстве родственника ЭТИМ садовым ИНСТРУМЕНТОМ.	"Лопата (""Рыжий, рыжий, конопатый, убил дедушку лопатой"")"	Орудия убийства	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24082	2	В популярной туристской песне ЭТОТ ПРЕДМЕТ советуют использовать для обороны. Из истории известно, что им можно и убить.	"Ледоруб (""- Чем обороняться, милый мой дедочек, чем обороняться, сизый голубочек? — Ледорубом, бабка, ледорубом, любка, ледорубом, ты моя сизая голубка""; считается, что ледорубом был убит Троцкий)"	Орудия убийства	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24083	3	ЭТОТ ПРЕДМЕТ выбрал в качестве орудия убийства Жерар УрИ. По одной версии, его вдохновили болгарские спецслужбы, организовавшие убийство диссидента Георгия Маркова.	"Зонтик (режиссер Жерар Ури снял фильм ""Укол зонтиком"")"	Орудия убийства	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24084	4	"КАКУЮ БУКВУ мы пропустили в следующей фразе: ""Говорят, что в 1961 году огромная гадина весом три килограмма убила слона""?"	"""Р"" (слона убила огромная градина)"	Орудия убийства	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24085	5	В ЭТОМ ГОРОДЕ, расположенном к западу от Лондона, появилось произведение, где утверждалось: Но каждый, кто на свете жил, любимых убивал: Один — жестокостью; другой — отравою похвал; Трус — поцелуем; тот, кто смел — кинжалом наповал.	"Рединг (""Баллада Редингской тюрьмы"" Оскара Уайльда)"	Орудия убийства	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24086	1	"ЭТОТ ""ПОДАРОК"" площадью около 27 тысяч километров был сделан в 1954 году."	"Крым (Хрущев ""подарил"" Крым Украине)"	Необычные подарки	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24087	2	"В мультфильме ""Подарок для самого слабого"" Лев прислал зайчику посылку С ЭТИМ."	С самим собой	Необычные подарки	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24088	3	Именно ТАКОЙ ПОДАРОК хотел сделать своему городу барон Мюнхгаузен, но, как всегда, остался непонятым.	32 мая [зачет: лишний день]	Необычные подарки	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24089	4	"ЭТОТ молодой ВОДИТЕЛЬ грузовика пришел на студию ""Сан"", чтобы записать в подарок своей матери песню."	Элвис Пресли	Необычные подарки	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24090	5	ЭТОТ свадебный ПОДАРОК королеве Виктории представлял собой желтый цилиндр весом около полутонны.	Сыр	Необычные подарки	None	Виталий Дубровнер	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24091	1	У славян четверг был посвящен именно ЭТОМУ БОГУ.	Перун	Четверг	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24092	2	В одном детском стихотворении Понедельник делает всякие полезные дела для других дней недели. Кочегару Четвергу он сделал ЭТОТ ПРЕДМЕТ.	"Кочерга (""Кочегару Четвергу смастерил он кочергу"" — и в рифму, и по делу: кочерга может понадобиться кочегару)"	Четверг	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24093	3	Именно ТАК ОПРЕДЕЛЯЕТСЯ первая неделя года, согласно международному стандарту ISO 8601.	Первая неделя, в которой есть четверг (если 1 января приходится на пятницу, что считается, что первая неделя — следующая, начинающаяся с 4 января, а вот если 1 января — четверг, тогда это маленькая, но уже первая неделя)	Четверг	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24094	4	"ОН был введен 12 сентября 1932 года постановлением Наркомснаба СССР ""О введении ЕГО на предприятиях общественного питания"", а одним из инициаторов ЕГО введения был Анастас Микоян."	Рыбный день (четверг и был рыбным днем)	Четверг	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24095	5	"Фильм-сказка ""После дождичка в четверг"" был снят по мотивам либретто ЭТОГО ДРАМАТУРГА."	Александр Островский	Четверг	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24096	1	В СССР ЕГО первым владельцем стал Константин Устинович Черненко.	Ядерный чемоданчик	Чемоданы	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24097	2	В ЕГО чемодане лежали приличный двубортный костюм, финские креповые носки, зимняя шапка, шоферские перчатки, старая вельветовая куртка и некоторые другие вещи.	Сергей Довлатов	Чемоданы	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24098	3	ЭТОТ ГОРОД в Житомирской области на реке Гнилопять упоминается в произведении, повествующем об утере важного документа.	"Бердичев (Житомир — неверный ответ! В стихотворении ""Дама сдавала в багаж"" о потере документов не говорится! К тому же Житомир не стоит на реке Гнилопять. :-) А речь идет о песне ""А поезд тихо ехал на Бердичев"". У окна стоял чемоданчик, его выбросили, а там было свидетельство о браке)"	Чемоданы	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24099	4	Автору вопроса не удалось выяснить, выставлены ли в ЕГО музее-усадьбе БоблОво среди личных вещей чемоданы.	Дмитрий Менделеев (про Менделеева рассказывают, что он любил делать чемоданы)	Чемоданы	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24100	5	"ЭТОТ ЧЕЛОВЕК по прозвищу ""Вездесущий волк"" сидел в 92 тюрьмах."	"Тульс Люпер (ключевая фигура кинопроекта Питера Гринуэя ""Чемоданы Тульса Люпера""; чемоданов у него должно быть тоже 92)"	Чемоданы	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24101	1	"ЭТА ФРАЗА три раза повторяется в песне ""Я не могу иначе""."	"""Сердце мое не камень"""	Каменная тема	None	Алексей Богословский, Александр Геминтерн	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24102	2	ЭТИ ДВА противоположных друг другу ДЕЙСТВИЯ упоминаются в книге Экклезиаста.	Разбрасывать камни, собирать камни	Каменная тема	None	Алексей Богословский, Александр Геминтерн	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24103	3	"""И на что мне иная жизнь? Другая молодость? Когда и моя прошла трудно, но ясно и честно!"" — говорит герой ЭТОЙ СКАЗКИ."	"""Горячий камень"""	Каменная тема	None	Алексей Богословский, Александр Геминтерн	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24104	4	ЭТОТ ФИЛЬМ заканчивается тем, что люди, выжившие благодаря заглавному герою, по очереди кладут камни на могилу своего спасителя.	"""Список Шиндлера"""	Каменная тема	None	Алексей Богословский, Александр Геминтерн	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24105	5	ЭТА РАЗНОВИДНОСТЬ хризоберИлла отличается сильным плеохроИзмом. Камень назван в честь человека, родившегося в 1818 году.	Александрит (плеохроизм — способность минерала менять цвет)	Каменная тема	None	Алексей Богословский, Александр Геминтерн	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24106	1	"Официальными правами на ЭТОТ ТОВАРНЫЙ ЗНАК обладает самарский завод ""Жигулевское пиво"". Про этот напиток говорили, что он ""изготовлен из натурального экстракта деревянных человечков""."	"""Буратино"" (марка лимонада)"	Газировка	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24107	2	Для того чтобы обмануть ЕГО, некоторые граждане СССР использовали леску. У автора вопроса это никогда не получалось.	Автомат для продажи газированной воды (в автомат опускали монетку, привязанную к леске)	Газировка	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24108	3	ЭТОТ НАПИТОК изобретен в 1887 году тифлисским аптекарем Митрофаном Лагидзе, который добавил в газированную воду пахучий экстракт из одноименного растения семейства астровых.	"""Тархун"""	Газировка	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24109	4	ЭТО НАЗВАНИЕ было придумано во время мозгового штурма, когда управляющий предложил участниками использовать всё свое воображение.	"""Fanta"" (от слова ""фантазия"")"	Газировка	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24110	5	ТАКУЮ ФАМИЛИЮ носил швейцарец германского происхождения, который в 1783 году разработал технологию промышленного производства газированной воды.	"Швепп [зачет: Швепс, Швеппе и т.п.] (в честь него получила название торговая марка ""Швепс"")"	Газировка	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24111	1	Согласно одному не очень достоверному источнику, НА ЭТОМ ОСТРОВЕ в пятницу вечером происходят акты каннибализма.	"Остров Пасхи (в песне ""У девушки с острова Пасхи украли любовника тигры"" есть строки: ""И каждую пятницу, лишь солнце закатится, кого-то жуют под бананом"")"	Пятница	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24112	2	"Согласно апокрифическому ""Сказанию о 12 пятницах"", Каин убил Авеля в пятницу. И ЭТА библейская ПАРОЧКА исчезла с лица земли тоже в пятницу."	Содом и Гоморра	Пятница	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24113	3	Незадолго до смерти ЭТОТ ПОЭТ сообщил своей кузине, что в пятницу король заказал портрет своей любовницы.	Сирано де Бержерак (в конце пьесы Ростана смертельно раненный Сирано приходит в монастырь к своей возлюбленной Роксане и рассказывает ей последние новости)	Пятница	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24114	4	В романе ЭТОГО английского ПИСАТЕЛЯ Пятница очень стар, и когда он шевелил рукой или ногой, казалось, что они отвалятся.	"Честертон (в романе Честертона ""Человек, который был Четвергом"" и другие персонажи кроме Четверга называются по дням недели)"	Пятница	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24115	5	ЭТА БОГИНЯ получила золотое ожерелье БрисингАмен за то, что провела ночь с четырьмя гномами.	Фрейя (в честь богини любви Фрейи называется пятница в английском, немецком и других языках)	Пятница	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24116	1	"ЕЕ называют ""мягким вариантом ""Путинки""""."	"Водка ""Медведевка"" [зачет: по названию]"	Президентская тема	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24117	2	"ЕГО и в России, и в США, и во многих других странах называют ""борт номер один""."	Президентский самолет	Президентская тема	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24118	3	До сих пор ОН остается единственным президентом США, за которого проголосовали все члены коллегии выборщиков.	Джордж Вашингтон	Президентская тема	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24119	4	В русском варианте ответа — три слова, в английском — четыре, считая артикль. Принимаются оба варианта. Именно ТАК, переиначив строчку из английского стихотворения, назвали людей, мешавших расследованию Уотергейтского скандала, журналисты Боб Вудворд и Карл Бернстайн.	"""Вся президентская рать"" [зачет: ""All the President's Men""] (так назывался известный фильм по одноименной книге Вудворда и Бернстейна; переиначена строчка ""All the King's Men"" из стихотворения про Шалтая-Болтая)"	Президентская тема	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24120	5	Президентами ЭТОЙ РЕСПУБЛИКИ были в том числе Мирафлорес, Лосада и Оливарра.	"Анчурия (вымышленная латиноамериканская страна, где происходит действие романа О. Генри ""Короли и капуста"")"	Президентская тема	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24121	1	ЭТА ДЕРЕВНЯ известна не только сражением, но и хлебом.	Бородино	-РОД-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24122	2	"ЕМУ платили деньги ""Пистоны"", ""Шпоры"", ""Быки"" и ""Озёрники""."	Деннис Родман (Родман выступал за эти клубы)	-РОД-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24123	3	ОН проложен примерно там же, где у индейцев проходила ВикуаксгЕкская тропа.	Бродвей	-РОД-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24124	4	ОН похоронен в Венеции, а не на Васильевском острове.	Иосиф Бродский	-РОД-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24125	5	Геракл в одной из серий мультфильма про Геракла сдает экзамен по истории именно ЕМУ.	Геродот	-РОД-	None	Алексей Богословский	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24126	1	ЭТОТ ВРАЧ был уверен, что у баскетболиста Хэнка Уиггена проблемы со здоровьем, потому что он принимал стероиды. А Хэнк говорил, что не принимал. Но ведь все вокруг лгут!	Доктор Хаус	Медицина и спорт	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24127	2	"В ответе не какое-нибудь имя собственное, а нарицательное. Персонаж мультсериала ""Южный Парк"" еврейский мальчик Кайл Брофловски очень хотел играть в баскетбол. И тогда врач сделал ему операцию, в результате которой Кайл стал ИМ."	Афроамериканец	Медицина и спорт	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24128	3	Еще в Древней Греции борцы ели бычьи яйца. Так повышался уровень содержания ЭТОГО ГОРМОНА.	Тестостерон	Медицина и спорт	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24129	4	ЭТОТ легендарный СПОРТСМЕН после тяжелейшей травмы был исцелен доктором Илизаровым и прыгнул на 2 метра 5 сантиметров.	Валерий Брумель	Медицина и спорт	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24130	5	В 1913 году у Франка Старра был найден эликсир, увеличивающий скорость бега, и Старр был пожизненно дисквалифицирован, хотя и не принимал эликсир. ПОЧЕМУ его дисквалифицировали?	Это был допинг для его коня	Медицина и спорт	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24131	1	Отдых бога после ЭТОГО привел к появлению иудейской традиции отдыхать в субботу.	Сотворение мира [зачет: сотворение человека]	Суббота	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24132	2	ТАК НАЗЫВАЮТ последователей христианских или околохристианских вероучений, соблюдающих субботу. И бревна они в субботу таскать не должны.	Субботники	Суббота	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24133	3	Основной ЕГО символ — гроб. ОН гарантирует, что трупы будут гнить в земле и тем самым не смогут быть подняты в виде зомби. Изображается ОН в виде скелета в черном фраке и черном цилиндре.	Барон Суббота (персонаж мифологии вуду)	Суббота	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24134	4	"""Расположен город Боттом на излучине реки. Горожане по субботам посещают островки"". Так начинается одно из заданий для детей в журнале ""Пионер"". Прототипом Боттома был именно ЭТОТ ГОРОД, расположенный около Балтийского моря."	Кёнигсберг [зачет: Калининград] (адаптация знаменитой задачи Эйлера о семи мостах)	Суббота	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24135	5	"В течение года ОН играл в группе ""Black Sabbath"". Но и до Воскресения в своей творческой карьере ОН практически дошел."	"Ян Гиллан (Гиллан играл Иисуса Христа в мюзикле ""Иисус Христос — суперзвезда""; правда, в этой версии мюзикла Воскресения Христа не было)"	Суббота	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
24136	1	"В ЭТОЙ СТОЛИЦЕ происходит действие фильма ""Воскресенье в КигАли""."	Кигали	Воскресенье	None	Алексей Богословский, Арам Арутюнян	VII Кубок Европы по интеллектуальным играм среди студентов (Петродворец). Своя игра	https://db.chgk.info/tour/eu11stsv
